TableName,ID,EN_UK,EN_UK_Shorten,TH_TH,JP_JP,Comment
skill_sets,100,None,,,,
,50013,Pathetic Wolf primary,,,,
,70011,Harry Flint primary,,,,
,70022,Jotun Warbringer primary,,,,
,70031,Overlook Outlaw Brute primary,,,,
,70037,King Grotspew Crookback primary,,,,
,70039,Gristlecrunch the Shaman primary,,,,
,70153,Skullcrusher Thegn primary,,,,
,70176,Bonesplitter primary,,,,
,70178,Fireknight primary,,,,
,70180,Daggerwraith primary,,,,
,70206,Flintblade Assassin primary,,,,
,70207,Skullcrusher Berserker primary,,,,
,70225,Vanguard Captain primary,,,,
,70232,Infantry Captain primary,,,,
,70239,Ranger Captain primary,,,,
,70246,Veteran Captain primary,,,,
,70247,Connacht Initiate primary,,,,
,70248,Connacht Stonebearer primary,,,,
,70249,Connacht Battlemage primary,,,,
,70250,Connacht Initiate primary,,,,
,70251,Connacht Battlemage primary,,,,
,70252,Connacht Spellseeker primary,,,,
,70253,Spellseeker Master primary,,,,
,70260,Lancer Captain primary,,,,
,70267,Stalker Captain primary,,,,
,70274,Blademaster Captain primary,,,,
,70281,Stalker Captain primary,,,,
,70288,Reaver Captain primary,,,,
,70295,Deadeye Captain primary,,,,
,70302,Waraxe Captain primary,,,,
,70309,Deadeye Captain primary,,,,
,70316,Swordmaster Captain primary,,,,
,70323,Shieldmaster Captain primary,,,,
,70324,Connacht Warmage primary,,,,
,70325,Connacht Warmage primary,,,,
,70326,Connacht Adept primary,,,,
,70327,Connacht Warmage primary,,,,
,70328,Connacht Adept primary,,,,
,70329,Connacht Warlock primary,,,,
,70330,Warlock Master primary,,,,
,70337,Protector Captain primary,,,,
,70338,Connacht Warmage primary,,,,
,70339,Connacht Warmage primary,,,,
,70340,Connacht Adept primary,,,,
,70341,Connacht Warmage primary,,,,
,70342,Connacht Adept primary,,,,
,70343,Connacht Warlock primary,,,,
,70344,Warlock Master primary,,,,
,70346,Luther MacCroin primary,,,,
,70355,Connacht Sneaker primary,,,,
,70356,Connacht Trapper primary,,,,
,70357,Connacht Coldseer primary,,,,
,70358,Ranger Darrion primary,,,,
,70359,Marshal Gannon primary,,,,
,70362,Bradon Quickblade primary,,,,
,70363,Curran Stabscar primary,,,,
,70364,Jerral the Hunter primary,,,,
,70365,Klondur the Devastator primary,,,,
,70366,Issian Firecry primary,,,,
,70367,Welwan Greywall primary,,,,
,70368,Carlow the Killer primary,,,,
,70369,Walter Notchspire primary,,,,
,70370,Malcolm Blackblade primary,,,,
,70371,Wrolf the Unstoppable primary,,,,
,70372,Vendral Farsight primary,,,,
,70373,Malus the Serpent primary,,,,
,70374,Laird the Guardian primary,,,,
,70375,Severen Skystrike primary,,,,
,70376,Atrisal the Invincible primary,,,,
,70381,Quickblade's Squire primary,,,,
,70383,Stabscar's Squire primary,,,,
,70385,Jerral's Squire primary,,,,
,70387,Klondur's Squire primary,,,,
,70388,Issian's Apprentice primary,,,,
,70389,Issian's Disciple primary,,,,
,70391,Greywall's Squire primary,,,,
,70393,Carlow's Squire primary,,,,
,70395,Notchspire's Squire primary,,,,
,70397,Blackblade's Squire primary,,,,
,70399,Wrolf's Squire primary,,,,
,70401,Farsight's Squire primary,,,,
,70403,Malus' Squire primary,,,,
,70405,Laird's Squire primary,,,,
,70406,Severen's Apprentice primary,,,,
,70407,Severen's Disciple primary,,,,
,70409,Atrisal's Squire primary,,,,
,70416,Brownback Bosshog primary,,,,
,70420,Brownback Bosshog primary,,,,
,70424,Brownback Bosshog primary,,,,
,70428,Brownback Bosshog primary,,,,
,70432,Brownback Bosshog primary,,,,
,70435,Summerspark Wisp primary,,,,
,70436,Sunblaze Wisp primary,,,,
,70440,Blackbristle Bosshog primary,,,,
,70443,Summerspark Wisp primary,,,,
,70444,Sunblaze Wisp primary,,,,
,70448,Blackbristle Bosshog primary,,,,
,70451,Summerspark Wisp primary,,,,
,70452,Sunblaze Wisp primary,,,,
,70456,Blackbristle Bosshog primary,,,,
,70459,Summerspark Wisp primary,,,,
,70460,Sunblaze Wisp primary,,,,
,70464,Blackbristle Bosshog primary,,,,
,70467,Summerspark Wisp primary,,,,
,70468,Sunblaze Wisp primary,,,,
,70472,Blackbristle Bosshog primary,,,,
,70475,Glimmerwing Loredancer primary,,,,
,70476,Glimmerwing Feyblade primary,,,,
,70479,Glimmerwing Loredancer primary,,,,
,70480,Glimmerwing Feyblade primary,,,,
,70483,Glimmerwing Loredancer primary,,,,
,70484,Glimmerwing Feyblade primary,,,,
,70487,Glimmerwing Loredancer primary,,,,
,70488,Glimmerwing Feyblade primary,,,,
,70491,Glimmerwing Loredancer primary,,,,
,70492,Glimmerwing Feyblade primary,,,,
,70495,Winterspark Wisp primary,,,,
,70496,Snowcloud Wisp primary,,,,
,70499,Winterspark Wisp primary,,,,
,70500,Snowcloud Wisp primary,,,,
,70503,Winterspark Wisp primary,,,,
,70504,Snowcloud Wisp primary,,,,
,70507,Winterspark Wisp primary,,,,
,70508,Snowcloud Wisp primary,,,,
,70511,Whitespark Wisp primary,,,,
,70512,Dreamsong Wisp primary,,,,
,70515,Winterspark Wisp primary,,,,
,70516,Snowcloud Wisp primary,,,,
,70519,Whitespark Wisp primary,,,,
,70520,Dreamsong Wisp primary,,,,
,70523,Corrupted Meadowmount primary,,,,
,70524,Corrupted Gladesteed primary,,,,
,70527,Whitespark Wisp primary,,,,
,70528,Dreamsong Wisp primary,,,,
,70531,Corrupted Meadowmount primary,,,,
,70532,Corrupted Gladesteed primary,,,,
,70535,Whitespark Wisp primary,,,,
,70536,Dreamsong Wisp primary,,,,
,70539,Corrupted Meadowmount primary,,,,
,70540,Corrupted Gladesteed primary,,,,
,70543,Whitespark Wisp primary,,,,
,70544,Dreamsong Wisp primary,,,,
,70547,Corrupted Meadowmount primary,,,,
,70548,Corrupted Gladesteed primary,,,,
,70551,Corrupted Meadowmount primary,,,,
,70552,Corrupted Gladesteed primary,,,,
,70555,Bloodgrove Rootwrecker primary,,,,
,70556,Bloodgrove Oakfist primary,,,,
,70559,Bloodgrove Rootwrecker primary,,,,
,70560,Bloodgrove Oakfist primary,,,,
,70563,Bloodgrove Rootwrecker primary,,,,
,70564,Bloodgrove Oakfist primary,,,,
,70567,Bloodgrove Rootwrecker primary,,,,
,70568,Bloodgrove Oakfist primary,,,,
,70571,Bloodgrove Rootwrecker primary,,,,
,70572,Bloodgrove Oakfist primary,,,,
,70575,Bloodgrove Rootwrecker primary,,,,
,70576,Bloodgrove Oakfist primary,,,,
,70577,Bloodgrove Druid primary,,,,
,70578,Bloodgrove Fellbrother primary,,,,
,70579,Bloodgrove Branchtwister primary,,,,
,70580,Bloodgrove Master primary,,,,
,70581,Bloodgrove Druid primary,,,,
,70582,Bloodgrove Fellbrother primary,,,,
,70583,Bloodgrove Branchtwister primary,,,,
,70584,Bloodgrove Master primary,,,,
,70585,Bloodgrove Druid primary,,,,
,70586,Bloodgrove Fellbrother primary,,,,
,70587,Bloodgrove Branchtwister primary,,,,
,70588,Bloodgrove Master primary,,,,
,70589,Bloodgrove Druid primary,,,,
,70590,Bloodgrove Fellbrother primary,,,,
,70591,Bloodgrove Branchtwister primary,,,,
,70592,Bloodgrove Master primary,,,,
,70593,Bloodgrove Druid primary,,,,
,70594,Bloodgrove Fellbrother primary,,,,
,70595,Bloodgrove Branchtwister primary,,,,
,70596,Bloodgrove Master primary,,,,
,70598,Guzzletusk primary,,,,
,70599,Faerie Queen primary,,,,
,70600,Fellfire primary,,,,
,70601,Chillmist primary,,,,
,70602,Starspell primary,,,,
,70603,Spirehoof the Corrupted primary,,,,
,70604,Falgren Bloodbinder primary,,,,
,70609,Sharptrotter primary,,,,
,70610,Queen's Escort primary,,,,
,70611,Queen's Guard primary,,,,
,70612,Ventus Bloodgrove primary,,,,
,70613,Lancehorn primary,,,,
,70614,Moonspell primary,,,,
,70615,Icemist primary,,,,
,70616,Hearthfire primary,,,,
,70617,Murwell Bloodgrove primary,,,,
,70618,Whitemane primary,,,,
,70619,Glowspell primary,,,,
,70620,Frostmist primary,,,,
,70621,Marshfire primary,,,,
,70646,Bone Giant primary,,,,
,70647,Undead Fire Titan primary,,,,
,70652,Frostroot Druid primary,,,,
,70653,Fiery Unicorn primary,,,,
,70654,Poison Wisp primary,,,,
,70655,Frostroot Fellbrother primary,,,,
,70656,Flamehoof primary,,,,
,70657,Miregas Wisp primary,,,,
,70658,Frostroot Branchtwister primary,,,,
,70659,Blazemount primary,,,,
,70660,Noxfume Wisp primary,,,,
,70661,Frostroot Elder primary,,,,
,70662,Ember Lancer primary,,,,
,70663,Dreadcloud Wisp primary,,,,
,70664,Voidreaper primary,,,,
,70665,Baobhan Sidhe primary,,,,
,70666,Otherworld Harbinger primary,,,,
,70667,Charfire primary,,,,
,70668,Crystalmist primary,,,,
,70669,Shimmerspell primary,,,,
,70670,Crumblehorn primary,,,,
,70671,Brutus Bloodbinder primary,,,,
,70673,Fireflight primary,,,,
,70674,Frostharrow primary,,,,
,70675,Skydancer primary,,,,
,70676,Vedranox primary,,,,
,70679,Bladelord Oran Swiftblade primary,,,,
,70680,Bowmaster Castan Trueflight primary,,,,
,70681,Archmage Urien Spellweaver primary,,,,
,70682,Snowstorm Golem primary,,,,
,70683,King Frostbelly primary,,,,
,70684,Queen Midwinter primary,,,,
,70685,Bloodfang primary,,,,
,70686,Baron Hagan Deathstrike primary,,,,
,70687,Lord Heremon Hawkeye primary,,,,
,70688,Archduke Manus Arcanum primary,,,,
,70689,Shadowhowl primary,,,,
,70690,Fenris primary,,,,
,70691,King Frostbelly primary,,,,
,70692,King Frostbelly primary,,,,
,70693,King Frostbelly primary,,,,
,70694,King Frostbelly primary,,,,
,70695,King Frostbelly primary,,,,
,70696,King Frostbelly primary,,,,
,70697,Lord Icefist primary,,,,
,70698,Lord Icefist primary,,,,
,70699,Lord Icefist primary,,,,
,70700,Lord Icefist primary,,,,
,70701,Lord Icefist primary,,,,
,70702,Lord Icefist primary,,,,
,70703,Lord Icefist primary,,,,
,70704,Lord Icefist primary,,,,
,70705,King Frostbelly primary,,,,
,70706,Jotun Frosthammer primary,,,,
,70707,Jotun Frostsplitter primary,,,,
,70708,Elite Frosthammer primary,,,,
,70709,Guardian of the Ice primary,,,,
,70710,King Frostbelly primary,,,,
,70711,Lord Icefist primary,,,,
,70712,Goretusk primary,,,,
,70713,Bladewing primary,,,,
,70714,Redbane primary,,,,
,70715,Spearhorn primary,,,,
,70716,Deadroot primary,,,,
,70717,Stonefang primary,,,,
,70718,Bonehead primary,,,,
,70719,Ironspike primary,,,,
,70720,Shivercowl primary,,,,
,70721,Rockbelly primary,,,,
,70722,Red Dragon 1 primary,,,,
,70723,Goretusk Wretch primary,,,,
,70724,Bladewing Peon primary,,,,
,70725,Redbane Peon primary,,,,
,70726,Spearhorn Wretch primary,,,,
,70727,Deadroot Peon primary,,,,
,70728,Stonefang Wretch primary,,,,
,70729,Bonehead Wretch primary,,,,
,70730,Ironspike Peasant primary,,,,
,70731,Shivercowl Peon primary,,,,
,70732,Rockbelly Peon primary,,,,
,70733,Goretusk Drudge primary,,,,
,70734,Bladewing Lackey primary,,,,
,70735,Redbane Lackey primary,,,,
,70736,Spearhorn Drudge primary,,,,
,70737,Deadroot Lackey primary,,,,
,70738,Stonefang Drudge primary,,,,
,70739,Bonehead Drudge primary,,,,
,70740,Ironspike Lackey primary,,,,
,70741,Shivercowl Lackey primary,,,,
,70742,Rockbelly Lackey primary,,,,
,70743,Goretusk Runt primary,,,,
,70744,Bladewing Minion primary,,,,
,70745,Redbane Minion primary,,,,
,70746,Spearhorn Runt primary,,,,
,70747,Deadroot Minion primary,,,,
,70748,Stonefang Runt primary,,,,
,70749,Bonehead Runt primary,,,,
,70750,Ironspike Minion primary,,,,
,70751,Shivercowl Minion primary,,,,
,70752,Rockbelly Minion primary,,,,
,70753,Goretusk Guard primary,,,,
,70754,Bladewing Protector primary,,,,
,70755,Redbane Protector primary,,,,
,70756,Spearhorn Guard primary,,,,
